month,Rainfall,min_tmin,mean_tmin,max_tmin,min_tmax,mean_tmax,max_tmax
1978-12,,6.4,11.2,18.8,18.4,24.3,28.6
1979-01,,7.1,11.5,16.9,18.9,24.5,29
1979-02,,7,15.1,20.2,24.3,27.9,32.4
1979-03,,11.1,17.2,22.5,19.7,30.6,35
1979-04,,17.4,20.7,23.8,28.9,32.4,35.3
1979-05,,16.5,19.5,22,26,30.6,33.8
1979-06,,13.3,18.3,20.3,24.3,27.8,30.7
1979-07,,15.5,18.2,19.7,23.2,27.4,30.5
1979-08,,15.9,17.9,20.4,24.3,29,31.4
1979-09,,15.6,17.8,19.8,24.1,27.8,30.6
1979-10,,11.5,17.2,20.3,24.4,27.6,30.7
1979-11,,10.6,13.2,16.7,22.9,26.7,29.8
1979-12,,5.9,10.5,13.6,21.5,24.2,27.6
1980-01,,8.1,11.8,14.8,,,
1980-02,,9.6,14,18.4,22.4,26.7,30.4
1980-03,,14,18,20.8,28.2,30.8,34.5
1980-04,,17.2,19.7,23.6,27.5,31.3,33.8
1980-05,,15.5,20,24,28.8,32.9,35.1
1980-06,,17.4,18.6,21.5,22.8,27.8,33
1980-07,,16.6,18.3,20.4,24.7,28.6,31.4
1980-08,,16.5,18.5,19.5,22.2,27.1,29.2
1980-09,,15.9,18.3,20.6,23,28.1,30.6
1980-10,,11.1,16,20.3,25,27.1,30
1980-11,,8.3,13.1,19,21.4,25.8,28.2
1980-12,,5.6,10.7,16.5,20.5,25,28
1981-01,,5.2,9.9,15.5,22.4,24.8,28
1981-02,,6.5,14.3,20.7,24.4,28.5,32.6
1981-03,,11.2,17.9,23.5,19.5,30.4,34.5
1981-04,,13.9,19.2,23.8,25.2,32.1,36.1
1981-05,,16.8,20.4,24,25.9,33.4,37.4
1981-06,,15.9,19.4,23.2,26,30.9,34.4
1981-07,,15.6,18.5,20.3,22.7,27.4,30.1
1981-08,,14.6,17.7,19.5,23.8,27.8,30.9
1981-09,,15.5,17.8,20.8,23.5,28.9,31.6
1981-10,,10.5,16.6,21,22.2,27.5,30.9
1981-11,,8.5,13.6,18.1,19.5,25.8,30.5
1981-12,,7.6,12.5,18.5,23.1,26.1,29
1982-01,,8.7,12.5,18,19.7,25.2,28.9
1982-02,,7.6,14.1,19.6,22.1,27.1,30.6
1982-03,,15,17.3,20.7,24.4,29.9,32.5
1982-04,,14.7,19.2,23.3,18.8,31,35
1982-05,,15.4,19.6,23.4,24.5,31.3,36.3
1982-06,,16.7,19,26.4,24.1,28.9,32.2
1982-07,,15.9,19.1,20.6,23.7,28.4,32.1
1982-08,,16,18.4,21,24.3,29,31.6
1982-09,,15,18.6,20.4,27.3,30.3,32.4
1982-10,,12.5,17.8,20,25.4,29.5,32.7
